,addr,type,total_volumn,ETH,froms,block_time,BSC,Gnosis,Optimism,Arbitrum
314,0x7e2e780f7bc064d91f7773702f8b2c9e19b61cb5,ether,1.1e-06,11,1,"['2022-07-02T06:17:40Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:07Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:06Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
74,0x1f322f23a71fc2c0820294350c1b431f86273401,ether,1.1e-06,11,1,"['2022-07-02T06:17:40Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:07Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:06Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
330,0x82c9d82570b66b5c9f826e1bfd4481b996406b42,ether,1.1e-06,11,1,"['2022-07-02T06:17:40Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:07Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:06Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
165,0x47adab74e56807c03790d096292f2659fa5a2c2e,ether,1.1e-06,11,1,"['2022-07-02T06:17:40Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:07Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:06Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
164,0x46cc8ad620b633680de3c1623196ae2c051f7b18,ether,1.1e-06,11,1,"['2022-07-02T06:17:40Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:07Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:06Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
346,0x8c3de83c425bccd0a806700480c4a777a82965ff,ether,1.1e-06,11,1,"['2022-07-02T06:17:40Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:07Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:06Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
307,0x7c852d1eb9727e380be976d430d7d616701dc9e5,ether,1.1e-06,11,1,"['2022-07-02T06:17:40Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:06Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
415,0xa250b6b2a5abdd6f1c54ede9f02b6c577e54fc02,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:07Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
325,0x8156ef13b57783178224502bf9c1dda459926baa,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
59,0x18adb3169d67dc7d43b9d02ca531e57bb5c5fb1b,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
308,0x7c8ed1034b453523c3b47a568fd28f1cb909d209,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
296,0x7ad31a749bc24b37b8c8ca6a1a491a96488399be,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
108,0x2e6b6a1bf72904585fe51438e5b54950099773e0,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
352,0x8e09197bdfc0bfa8b7ed8ba8c2a28e031dee1711,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
608,0xeace46ea2abf86fe769bbf2fd618901bdf648375,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
345,0x8b2d76bb8e308c3d7e1f06e63727aa4d51d258ba,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
451,0xaf9d80db1d395878dbea08c08d0c235ed772b506,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
482,0xba5b317939630610e1a13e8f1ba7786c48513a25,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
38,0x0e0817fedaa7503499b2ab2dd7e77ffafb4a6393,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:13Z']",0,0,0,0
418,0xa299351b3349742e2ad811d81b453b325cb1b1ed,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
281,0x7379d9ee4455194f41fc5eae86eb8d8444a8519c,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
424,0xa5aae103d7a5ce328684aef7d2b1bdf7dc898c3b,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
379,0x96aa03e884f10bea98dfd5732b4e5573c0108a75,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
378,0x965bae35fa035e0d44da9fccee0fbd57b09123b8,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
486,0xbc4a23c9ff9224ee2cc51d13a6ac6260092b8835,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
224,0x5c2fe94d5a04decf6cf613021384cfaa1720fe3f,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
487,0xbc8b428dbca9ab8d66ae519d01ce86c977fe505e,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
491,0xbea44b29018068e60a397c3452f184de700c7fee,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
571,0xdc308cc0d3080af9d806e0b0ed4ea2d74d905e11,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
596,0xe55b8c8b8f85f8d2e661bd95a4919f0bee04247c,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
117,0x34984e985ec0756e327d0faa87c38c11db2db649,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
0,0x0065bf05b60a06f166cdf022e78dd75e9bdd54b4,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
660,0xfc9a9ffc8cbc83cb3560fb196e17496b330f88c5,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
21,0x06f3c2274c290f683e76608e3cdcf57c963f230b,ether,1.1e-06,11,1,"['2022-07-02T06:17:48Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
430,0xa877601d60679088fa18fd3bfa7bd8151f443b91,ether,1.1e-06,11,1,"['2022-07-02T06:28:29Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
205,0x581f97f4b9f3f43ea98e7363b4d2ae5ae76c0c92,ether,1.1e-06,11,1,"['2022-07-02T06:28:29Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
57,0x16c0a1a63a6b50e4695a064a23f23289d55bc298,ether,1.1e-06,11,1,"['2022-07-02T06:28:29Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
250,0x675574f10b81fdc4d2f90f4edb794664a1c98001,ether,1.1e-06,11,1,"['2022-07-02T06:28:29Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
229,0x5d225f8da5105c3ad72086357b3cd9ffbc6d4c91,ether,1.1e-06,11,1,"['2022-07-02T06:28:29Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
129,0x3888306003e66b29df340d7fb71cfd38b0b7e337,ether,1.1e-06,11,1,"['2022-07-02T06:28:29Z', '2022-07-02T06:58:32Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
374,0x95840a86d772bbc36d74b5921ff85a0c06861782,ether,1.1e-06,11,1,"['2022-07-02T06:28:29Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
206,0x5835eec66a54f77afc5b4b1cf14585e7f7e78fd3,ether,1.1e-06,11,1,"['2022-07-02T06:28:29Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
632,0xf45442a1da57ac6a962bc2bf8d5eba1caeaafd48,ether,1.1e-06,11,1,"['2022-07-02T06:28:29Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
15,0x055850d06846ffcf964d33453a61c4d1c607792c,ether,1.1e-06,11,1,"['2022-07-02T06:28:29Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
198,0x54bbcfdb948ef9188f27d3bf73896946bcb05254,ether,1.1e-06,11,1,"['2022-07-02T06:28:29Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
289,0x787a4f64ad859e0cb42f0bd9d2a11b6427101bfc,ether,1.1e-06,11,1,"['2022-07-02T06:28:29Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
88,0x2554c2ff86fd0fe2654aa05538984bace679b0d8,ether,1.1e-06,11,1,"['2022-07-02T06:28:29Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:15Z', '2022-07-02T07:59:34Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:12:21Z', '2022-07-02T09:20:43Z', '2022-07-02T09:23:28Z', '2022-07-02T09:32:46Z', '2022-07-02T09:36:19Z']",0,0,0,0
