,addr,type,total_volumn,ETH,froms,block_time,BSC,Gnosis,Optimism,Arbitrum
245,0x66c167470c67b76543113d3150f9f886d27728fb,ether,3.3e-06,22,2,"['2022-07-02T06:39:49Z', '2022-07-02T07:01:58Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:15Z', '2022-07-02T07:53:15Z', '2022-07-02T08:00:33Z', '2022-07-02T08:00:33Z', '2022-07-02T09:03:14Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:08:59Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:41:23Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:06:47Z']",0,0,0,0
563,0xd65c021dcf90ce80de5bbb8005268d8a6181a567,ether,3.3e-06,22,2,"['2022-07-02T06:39:49Z', '2022-07-02T07:01:58Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:15Z', '2022-07-02T07:53:15Z', '2022-07-02T08:00:33Z', '2022-07-02T08:00:33Z', '2022-07-02T09:03:14Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:08:59Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:41:23Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:08:48Z']",0,0,0,0
427,0xa6e8d1afb89f562fba79c600d60f6f6c5c43ace5,ether,3.3e-06,22,2,"['2022-07-02T06:39:49Z', '2022-07-02T07:01:58Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:15Z', '2022-07-02T07:53:15Z', '2022-07-02T08:00:33Z', '2022-07-02T08:00:33Z', '2022-07-02T09:03:14Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:08:59Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:41:23Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:08:48Z']",0,0,0,0
382,0x979c6279a133d056bccaa1c0a19c5b8dd3d589e0,ether,3.3e-06,22,2,"['2022-07-02T06:39:49Z', '2022-07-02T07:01:58Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:15Z', '2022-07-02T07:53:21Z', '2022-07-02T08:00:33Z', '2022-07-02T08:00:33Z', '2022-07-02T09:03:14Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:08:59Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:41:23Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:06:47Z']",0,0,0,0
398,0x9c3455379da5cff911a560463cf3d5de01da2793,ether,3.3e-06,22,2,"['2022-07-02T06:39:58Z', '2022-07-02T07:01:58Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:21Z', '2022-07-02T07:53:21Z', '2022-07-02T08:00:33Z', '2022-07-02T08:00:33Z', '2022-07-02T09:03:14Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:08:59Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:40:51Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:06:47Z']",0,0,0,0
258,0x68f84ef96488dbd221a00e3b012e3a7445d0d861,ether,3.3e-06,22,2,"['2022-07-02T06:39:58Z', '2022-07-02T07:01:58Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:21Z', '2022-07-02T07:53:21Z', '2022-07-02T08:00:33Z', '2022-07-02T08:00:33Z', '2022-07-02T09:03:14Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:08:59Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:41:23Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:08:28Z']",0,0,0,0
178,0x4b54f271e1065e7d60c720dacd50e5926def553c,ether,3.3e-06,22,2,"['2022-07-02T06:39:58Z', '2022-07-02T07:01:58Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:21Z', '2022-07-02T07:53:21Z', '2022-07-02T08:00:33Z', '2022-07-02T08:00:33Z', '2022-07-02T09:03:14Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:08:59Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:41:23Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:08:28Z']",0,0,0,0
181,0x4be05353e7d55db8f33bde1cdf904e7282449d9c,ether,3.3e-06,22,2,"['2022-07-02T06:39:58Z', '2022-07-02T07:01:58Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:21Z', '2022-07-02T07:53:21Z', '2022-07-02T08:00:33Z', '2022-07-02T08:00:33Z', '2022-07-02T09:03:14Z', '2022-07-02T09:03:35Z', '2022-07-02T09:08:59Z', '2022-07-02T09:08:59Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:40:51Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:08:28Z']",0,0,0,0
243,0x6647e8e39b773d2b26fef8e77063148bf289ab53,ether,3.3e-06,22,2,"['2022-07-02T06:39:58Z', '2022-07-02T07:01:58Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:21Z', '2022-07-02T07:53:21Z', '2022-07-02T08:00:33Z', '2022-07-02T08:00:33Z', '2022-07-02T09:03:14Z', '2022-07-02T09:03:35Z', '2022-07-02T09:08:59Z', '2022-07-02T09:08:59Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:41:23Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:08:48Z']",0,0,0,0
121,0x3626992ec1e1626380af53d169d81dede9c60075,ether,3.3e-06,22,2,"['2022-07-02T06:39:58Z', '2022-07-02T07:01:58Z', '2022-07-02T07:02:01Z', '2022-07-02T07:53:21Z', '2022-07-02T07:53:21Z', '2022-07-02T08:00:33Z', '2022-07-02T08:00:33Z', '2022-07-02T09:03:14Z', '2022-07-02T09:03:14Z', '2022-07-02T09:08:59Z', '2022-07-02T09:08:59Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:40:51Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:06:47Z']",0,0,0,0
613,0xee448b9a6ffc98ae98d98e8eb17010bd3e88ac97,ether,3.3e-06,22,2,"['2022-07-02T06:40:16Z', '2022-07-02T07:01:58Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:21Z', '2022-07-02T07:53:21Z', '2022-07-02T08:00:33Z', '2022-07-02T08:00:33Z', '2022-07-02T09:03:35Z', '2022-07-02T09:03:35Z', '2022-07-02T09:08:59Z', '2022-07-02T09:08:59Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:40:51Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T11:14:42Z', '2022-07-04T01:06:47Z', '2022-07-04T01:08:48Z']",0,0,0,0
602,0xe9cd670a7d66d913c90b48d4bf9014dd4a13bcd3,ether,3.3e-06,22,2,"['2022-07-02T06:40:16Z', '2022-07-02T07:01:58Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:21Z', '2022-07-02T07:53:21Z', '2022-07-02T08:00:33Z', '2022-07-02T08:13:27Z', '2022-07-02T09:03:14Z', '2022-07-02T09:03:35Z', '2022-07-02T09:08:59Z', '2022-07-02T09:08:59Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:41:23Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:08:28Z']",0,0,0,0
37,0x0e05c5386509a4159f6b718e625ea5dd3f1bb30e,ether,3.3e-06,22,2,"['2022-07-02T06:40:16Z', '2022-07-02T07:01:58Z', '2022-07-02T07:01:58Z', '2022-07-02T07:53:21Z', '2022-07-02T07:53:21Z', '2022-07-02T08:00:33Z', '2022-07-02T08:53:24Z', '2022-07-02T09:03:14Z', '2022-07-02T09:03:35Z', '2022-07-02T09:08:59Z', '2022-07-02T09:08:59Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:41:23Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T11:14:42Z', '2022-07-04T01:06:47Z', '2022-07-04T01:08:28Z']",0,0,0,0
264,0x6b5afbc40908ce23d92cd892807e18536fe6c868,ether,3.3e-06,22,2,"['2022-07-02T06:40:16Z', '2022-07-02T07:01:58Z', '2022-07-02T07:02:01Z', '2022-07-02T07:53:21Z', '2022-07-02T07:53:48Z', '2022-07-02T08:00:33Z', '2022-07-02T08:13:27Z', '2022-07-02T09:03:14Z', '2022-07-02T09:03:35Z', '2022-07-02T09:08:59Z', '2022-07-02T09:09:05Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:41:23Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:08:28Z', '2022-07-04T01:08:28Z']",0,0,0,0
656,0xfb30abc1d8a0a80cca3cda18002c7fc9f0113035,ether,3.3e-06,22,2,"['2022-07-02T06:40:16Z', '2022-07-02T07:01:58Z', '2022-07-02T07:02:01Z', '2022-07-02T07:53:21Z', '2022-07-02T07:53:48Z', '2022-07-02T08:00:33Z', '2022-07-02T08:13:27Z', '2022-07-02T09:03:14Z', '2022-07-02T09:03:42Z', '2022-07-02T09:08:59Z', '2022-07-02T09:09:05Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:41:23Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:06:47Z']",0,0,0,0
543,0xcfeca8d2e02904e98f98af806cdf15048155a27e,ether,3.3e-06,22,2,"['2022-07-02T06:40:49Z', '2022-07-02T07:01:58Z', '2022-07-02T07:02:01Z', '2022-07-02T07:53:21Z', '2022-07-02T07:53:48Z', '2022-07-02T08:13:27Z', '2022-07-02T08:13:27Z', '2022-07-02T09:03:35Z', '2022-07-02T09:03:42Z', '2022-07-02T09:09:05Z', '2022-07-02T09:09:05Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:40:51Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:08:28Z']",0,0,0,0
401,0x9c60ed8c07da596224de767669c2b595d215f30c,ether,3.3e-06,22,2,"['2022-07-02T06:40:49Z', '2022-07-02T07:01:58Z', '2022-07-02T07:02:01Z', '2022-07-02T07:53:48Z', '2022-07-02T07:53:48Z', '2022-07-02T08:13:27Z', '2022-07-02T08:53:24Z', '2022-07-02T09:03:35Z', '2022-07-02T09:03:42Z', '2022-07-02T09:08:59Z', '2022-07-02T09:09:05Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:41:23Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:08:28Z']",0,0,0,0
87,0x2458c43a84c20a5424a71771fe1bc951e0311c8e,ether,3.3e-06,22,2,"['2022-07-02T06:40:49Z', '2022-07-02T07:02:01Z', '2022-07-02T07:19:22Z', '2022-07-02T07:53:48Z', '2022-07-02T07:53:48Z', '2022-07-02T08:13:27Z', '2022-07-02T08:13:27Z', '2022-07-02T09:03:35Z', '2022-07-02T09:03:35Z', '2022-07-02T09:09:05Z', '2022-07-02T09:09:05Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:41:23Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:08:28Z']",0,0,0,0
538,0xce8e4e5b040015e8ead735c0e3f1017463ab502c,ether,3.3e-06,22,2,"['2022-07-02T06:42:48Z', '2022-07-02T07:01:58Z', '2022-07-02T07:02:01Z', '2022-07-02T07:53:21Z', '2022-07-02T07:53:48Z', '2022-07-02T08:00:33Z', '2022-07-02T08:13:27Z', '2022-07-02T09:03:35Z', '2022-07-02T09:03:42Z', '2022-07-02T09:08:59Z', '2022-07-02T09:09:05Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:40:51Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:06:47Z']",0,0,0,0
441,0xad919bc2da9b756111bb987efcc6a703ebaab123,ether,3.3e-06,22,2,"['2022-07-02T06:42:48Z', '2022-07-02T07:01:58Z', '2022-07-02T07:19:22Z', '2022-07-02T07:53:48Z', '2022-07-02T07:53:48Z', '2022-07-02T08:13:27Z', '2022-07-02T08:13:27Z', '2022-07-02T09:03:35Z', '2022-07-02T09:03:42Z', '2022-07-02T09:09:05Z', '2022-07-02T09:09:05Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:41:23Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:08:28Z']",0,0,0,0
253,0x67cd9c939c21303646d7b2ef78419994059f0f7a,ether,3.3e-06,22,2,"['2022-07-02T06:42:48Z', '2022-07-02T07:02:01Z', '2022-07-02T07:02:01Z', '2022-07-02T07:53:48Z', '2022-07-02T07:53:48Z', '2022-07-02T08:13:27Z', '2022-07-02T08:13:27Z', '2022-07-02T09:03:35Z', '2022-07-02T09:03:42Z', '2022-07-02T09:09:05Z', '2022-07-02T09:09:05Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:40:51Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:08:48Z']",0,0,0,0
123,0x36c900fe88358d4c0aa6101382381510cd1c6cf5,ether,3.3e-06,22,2,"['2022-07-02T06:42:48Z', '2022-07-02T07:02:01Z', '2022-07-02T07:02:01Z', '2022-07-02T07:53:48Z', '2022-07-02T07:53:48Z', '2022-07-02T08:13:27Z', '2022-07-02T08:13:27Z', '2022-07-02T09:03:42Z', '2022-07-02T09:03:42Z', '2022-07-02T09:09:05Z', '2022-07-02T09:09:05Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:41:23Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:06:47Z']",0,0,0,0
143,0x3e9ad658334e4d750261b68f8396a44d21c7bf8d,ether,3.3e-06,22,2,"['2022-07-02T06:42:48Z', '2022-07-02T07:02:01Z', '2022-07-02T07:02:01Z', '2022-07-02T07:53:48Z', '2022-07-02T07:53:48Z', '2022-07-02T08:13:27Z', '2022-07-02T08:53:24Z', '2022-07-02T09:03:35Z', '2022-07-02T09:03:42Z', '2022-07-02T09:09:05Z', '2022-07-02T09:09:05Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:40:51Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:08:28Z', '2022-07-04T01:08:28Z']",0,0,0,0
213,0x59bc31069d4f6a5fde7c1d9d4359962655303b21,ether,3.3e-06,22,2,"['2022-07-02T06:42:48Z', '2022-07-02T07:02:01Z', '2022-07-02T07:19:22Z', '2022-07-02T07:53:48Z', '2022-07-02T07:53:48Z', '2022-07-02T08:13:27Z', '2022-07-02T08:13:27Z', '2022-07-02T09:03:35Z', '2022-07-02T09:03:42Z', '2022-07-02T09:09:05Z', '2022-07-02T09:09:05Z', '2022-07-03T06:09:57Z', '2022-07-03T06:09:57Z', '2022-07-03T06:40:51Z', '2022-07-03T07:35:57Z', '2022-07-03T07:35:57Z', '2022-07-03T08:41:33Z', '2022-07-03T08:41:33Z', '2022-07-03T10:55:19Z', '2022-07-03T10:55:19Z', '2022-07-04T01:06:47Z', '2022-07-04T01:06:47Z']",0,0,0,0
